Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Outside source,Notes
Theodoros,105,247013,Hades (near Nicaea),https://pleiades.stoa.org/places/554174,,Zonaras,"18.2.19, 18.2.21",Hades (near Nicaea): joined battle at Hades (near Nicaea),Specifies presence,,,,
Theodosios,111,225984,Pharsalos (Greece),https://pleiades.stoa.org/places/541042,,Alexios Stoudites,27.15,Pharsalos (Greece): was archbishop of Pharsalos (Greece),Dignity,,,,
Theodosios,105,226474,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Boilas,39,Antioch (on the Orontes): served as patriarch of Antioch (on the Orontes),Dignity,,,,
Theodosios,105,417336,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,,
Theodosios,105,416992,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,,
Theodosios,105,416991,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,,
Theodosios,105,419561,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,,
Theodosios,105,419563,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,,
Theodosios,105,418976,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was patriarch of Antioch,Dignity,,,,
Theodosios,110,224871,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Theodosios,110,224872,Mistheia (on lake Pousgouse),https://pleiades.stoa.org/places/638997,,Synod of 1072,58.41,Mistheia (on lake Pousgouse): was archbishop of Mistheia (on lake Pousgouse),Dignity,,,,
Theodosios,107,376411,Athos: Thessalonikeos,https://pleiades.stoa.org/places/501365,,Vatopedi,101.45,"Athos, Mount: Thessalonikeos: was hegoumenos of Hagios Panteleemon of  Thessalonikeos",Dignity,,,,
Theodosios,107,395466,Athos: Thessalonikeos,https://pleiades.stoa.org/places/501365,,Xeropotamou,"63.11, 64.51",Athos: Thessalonikeos: was hegoumenos of the monastery of  Thessalonikeos,Dignity,,,,
Theodosios,107,395467,"Athos, Mount",https://pleiades.stoa.org/places/501365,,Xeropotamou,63.11,"Athos, Mount: was oikonomos of (the central administrtion of) Athos, Mount",Dignity,,,,
Theodosios,103,247001,Constantinople: Agora (Forum of Constantine?),,,Zonaras,18.1.10,Constantinople: Agora: went off through the Agora,Specifies presence,,,,
Theodosios,103,247002,Constantinople: Praitorion,,,Zonaras,18.1.11,Constantinople: Praitorion: came to and broke the bars of  Praitorion,Specifies presence,,,,
Theodosios,103,247003,Constantinople: Chalke,,,Zonaras,18.1.12,"Constantinople: Chalke: came to and broke the bars of  Great Palace, Chalke (prison)",Specifies presence,,,,
Theodosios,103,247004,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Zonaras,18.1.13,Constantinople: Hagia Sophia: turned towards and took refuge in  Hagia Sophia,Specifies presence,,,,
Theodoulos,110,225996,Neokaisareia,https://pleiades.stoa.org/places/614769,,Alexios Stoudites,42.14,Neokaisareia: was metropolitan of Neokaisareia,Dignity,,,,
Theodoulos,104,226470,Tantzouten (Mesopotamia),,,Boilas,"29.284, 36",Tantzouten (Mesopotamia): was a monk of the Theotokos at Tantzouten (Mesopotamia),Dignity,,,,
Theodoulos,104,226471,Cappadocia,,,Boilas,39,Cappadocia: was a native of Cappadocia,Specifies presence,,,,
Theodoulos,109,225016,Maroneia (Thrace),https://pleiades.stoa.org/places/501507,,Chrysobull of 1079,31.34,Maroneia (Thrace): was archbishop of Maroneia (Thrace),Dignity,,,,
Theodoulos,103,376243,Thessalonike,https://pleiades.stoa.org/places/491741,,Docheiariou,87.95,Thessalonike: was metropolitan of Thessalonike,Dignity,,,,
Theodoulos,103,376257,Thessalonike: Hagia Sophia,,https://www.geonames.org/6779077,Docheiariou,87.95,Thessalonike: Hagia Sophia: ordered that the original donation act and chrysobull pertaining to the proasteion of Rouseou be kept in the treasury of  Hagia Sophia,Does not specify presence,,,,
Theodoulos,103,419332,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was metropolitan of Thessalonike,Dignity,,,,
Theodoulos,103,225263,Thessalonike,https://pleiades.stoa.org/places/491741,,Synod of 1094,218,Thessalonike: was metropolitan of Thessalonike,Dignity,,,,
Theodoulos,103,233002,Thessalonike,https://pleiades.stoa.org/places/491741,,"Theophylaktos of Ohrid, Letters",387.1,Thessalonike: was metropolitan of Thessalonike,Dignity,,,,
Theognostos,105,226003,Mokissos (Cappadocia),https://pleiades.stoa.org/places/619174,,Alexios Stoudites,"Rhalles-Potles 5.24, 5.32",Mokissos (Cappadocia): was metropolitan of Mokissos (Cappadocia),Dignity,,,,
Theoktistos,102,224841,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Theoktistos,102,224842,Amorion,https://pleiades.stoa.org/places/609302,,Synod of 1072,57.25,Amorion: was metropolitan of Amorion,Dignity,,,,
Theopemptos,101,225998,Russia,,,Alexios Stoudites,42.19,Russia: was metropolitan of Russia,Dignity,,,,
Theopemptos,101,417283,Russia,,,Seals,,Russia: was metropolitan of Russia,Dignity,,,,
Theophanes,101,225921,Thessalonike,https://pleiades.stoa.org/places/491741,,Alexios Stoudites,19.22,Thessalonike: was metropolitan of Thessalonike,Dignity,,,,
Theophanes,101,225958,Thessalonike,https://pleiades.stoa.org/places/491741,,Alexios Stoudites,"26.13, 47, VV12.516",Thessalonike: was archbishop of Thessalonike,Dignity,,,,
Theophanes,107,226000,Neokaisareia,https://pleiades.stoa.org/places/614769,,Alexios Stoudites,Rhalles-Potles 5.24,Neokaisareia: was metropolitan of Neokaisareia,Dignity,,,,
Theophanes,105,224988,Nicaea,https://pleiades.stoa.org/places/511268,,Chrysobull of 1079,31.6,Nicaea: was metropolitan of Nicaea,Dignity,,,,
Theophanes,106,224989,Sebasteia (Cappadocia),https://pleiades.stoa.org/places/629075,,Chrysobull of 1079,31.7,Sebasteia (Cappadocia): was metropolitan of Sebasteia (Cappadocia),Dignity,,,,
Theophanes,106,444382,Sebasteia (Cappadocia),https://pleiades.stoa.org/places/629075,,Italos trial,"ll. 69, 153, 414",Sebasteia (Cappadocia): was metropolitan of Sebasteia (Cappadocia),Dignity,,,,
Theophanes,101,417127,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was metropolitan of Thessalonike,Dignity,,,,
Theophanes,105,224811,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Theophanes,105,224812,Nicaea,https://pleiades.stoa.org/places/511268,,Synod of 1072,57.10,Nicaea: was metropolitan of Nicaea,Dignity,,,,
Theophanes,106,224813,Sebasteia (Cappadocia),https://pleiades.stoa.org/places/629075,,Synod of 1072,57.11,Sebasteia (Cappadocia): was metropolitan of Sebasteia (Cappadocia),Dignity,,,,
Theophanes,106,224814,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Theophilos,101,234708,Kotyaion (Phrygia),https://pleiades.stoa.org/places/609444,,Attaleiates: History,178.1 / 131.16-17,Kotyaion (Phrygia): was present when the order to blind <Romanos 4> was received and executed at Kotyaion (Phrygia),Specifies presence,"J 1072, June 29",Other,"K&K, n. 225",This person is not mentioned by name here.
Theophilos,103,234707,Kotyaion (Phrygia),https://pleiades.stoa.org/places/609444,,Attaleiates: History,178.1 / 131.16-17,Kotyaion (Phrygia): was present when the order to blind <Romanos 4> was received and executed at Kotyaion (Phrygia),Specifies presence,"J 1072, June 29",Other,"K&K, n. 225",This person is not mentioned by name here.
Theophilos,103,234704,Herakleia,https://pleiades.stoa.org/places/511333,,Attaleiates: History,178.2 / 131.17,Herakleia: was bishop of Herakleia,Dignity,,,,
Theophilos,103,224985,Herakleia,https://pleiades.stoa.org/places/511333,,Chrysobull of 1079,30.3,Herakleia: was metropolitan of Herakleia,Dignity,,,,
Theophilos,102,227366,Cyprus,https://pleiades.stoa.org/places/707498,,Glykas,594.20,Cyprus: served as strategos of Cyprus,Dignity,,,,
Theophilos,102,227367,Constantinople: Hippodrome,https://pleiades.stoa.org/places/773739435,,Glykas,595.1-2,Constantinople: Hippodrome: was paraded in women's clothes in the  Hippodrome,Specifies presence,,,,
Theophilos,103,444377,Herakleia (Thrace),https://pleiades.stoa.org/places/511333,,Italos trial,"ll. 3-4, 67, 152, 413",Herakleia (Thrace): was metropolitan of Herakleia,Dignity,,,,
Theophilos,103,224802,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Theophilos,103,224803,Herakleia,https://pleiades.stoa.org/places/511333,,Synod of 1072,57.6,Herakleia: was metropolitan of Herakleia,Dignity,,,,
Theophilos,102,246968,Cyprus,https://pleiades.stoa.org/places/707498,,Zonaras,17.22.21,Cyprus: was governor of Cyprus,Dignity,,,,
Theophylaktos,111,226010,Neokaisareia,https://pleiades.stoa.org/places/614769,,Alexios Stoudites,Rhalles-Potles 5.32,Neokaisareia: was metropolitan of Neokaisareia,Dignity,,,,
Theophylaktos,105,434103,Bulgaria,,,Anna Komnene,252.16,Bulgaria: was archbishop of Bulgaria,Dignity,,,,
Theophylaktos,101,227329,Athens,https://pleiades.stoa.org/places/579885,,Glykas,583.19,Athens: hailed from Athens,Does not specify presence,,,,
Theophylaktos,102,417299,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was doux of Antioch,Dignity,,,,
Theophylaktos,102,417025,Vaspurakan,,,Seals,,Vaspurakan: was katepano of Vaspurakan,Dignity,,,,
Theophylaktos,105,417146,Bulgaria,,,Seals,,Bulgaria: was archbishop of Bulgaria,Dignity,,,,
Theophylaktos,110,224863,Rousion (Thrace),,,Synod of 1072,58.37,Rousion (Thrace): was archbishop of Rousion (Thrace),Dignity,,,,
Theophylaktos,110,224864,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Theophylaktos,105,232945,Bulgaria,,,Synod of 1094,137.1,Bulgaria: was bishop (archbishop) of Bulgaria,Dignity,,,,
Theophylaktos,105,232946,Ohrid,https://pleiades.stoa.org/places/481900,,Synod of 1094,137.5,Ohrid: travelled to Constantinople from Ohrid,Specifies presence,,,,
Theophylaktos,105,232948,Nikomedeia,https://pleiades.stoa.org/places/511337,,Synod of 1094,137.19,Nikomedeia: visited Nikomedeia,Specifies presence,,,,
Theophylaktos,105,232953,Bulgaria,,,"Theophylaktos of Ohrid, Letters",141.58,Bulgaria: left for Bulgaria,Specifies presence,,,,
Theophylaktos,105,232954,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",147.2,Ohrid: missed Constantinople when he arrived at Ohrid,Specifies presence,,,,
Theophylaktos,105,232962,Pelagonia (Macedonia),https://pleiades.stoa.org/places/481953,,"Theophylaktos of Ohrid, Letters",187.19-20,Pelagonia (Macedonia): wrote a letter to <Ioannes 65> from Pelagonia (Macedonia),Specifies presence,J 1092,Editor,,
Theophylaktos,105,232978,Devol,,https://www.geonames.org/791497,"Theophylaktos of Ohrid, Letters","203.22, 205.35-37",Devol: paid a visit in order to find out about the state of the episcopal church at,Specifies presence,,,,
Theophylaktos,105,232979,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",209.8,Ohrid: requested the decrease of the number of soldiers supplied by the theme of Ohrid,Specifies presence,,,,
Theophylaktos,105,232980,Ekklesiai (on Vardar),,,"Theophylaktos of Ohrid, Letters",233.16,Ekklesiai (on Vardar): requested the mediation of <Gregorios 105> Kamateros in the affair of the tax assessment of the chorion of Ekklesiai (on Vardar),Does not specify presence,,,,
Theophylaktos,105,232981,Hagios Achilleios (Prespa),,,"Theophylaktos of Ohrid, Letters",235.35,Hagios Achilleios (Prespa): attended a synod at Hagios Achilleios (Prespa),Specifies presence,,,,
Theophylaktos,105,232984,Kanina (Albania),,https://www.geonames.org/3185265,"Theophylaktos of Ohrid, Letters",245.20,Kanina (Albania): planned to visit the region of Kanina (Albania),Does not specify presence,,,,
Theophylaktos,105,232987,Glabenitza (near Dristra),,,"Theophylaktos of Ohrid, Letters",295.8,Glabenitza (near Dristra): was attacked from Glabenitza (near Dristra),Does not specify presence,,,,
Theophylaktos,105,232988,Vidin (on Danube),https://pleiades.stoa.org/places/206975,,"Theophylaktos of Ohrid, Letters",295.8-9,Vidin (on Danube): was attacked from Vidin (on Danube),Does not specify presence,,,,
Theophylaktos,105,232989,Sthlanitza (Macedonia),,,"Theophylaktos of Ohrid, Letters",295.9,Sthlanitza (Macedonia): was attacked from Sthlanitza (Macedonia),Does not specify presence,,,,
Theophylaktos,105,232990,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",295.8,"Ohrid: was attacked from Glabenitza, Vidin and Sthlanitza while residing at Ohrid",Specifies presence,,,,
Theophylaktos,105,233000,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",369.2,Ohrid: sent a letter to <Gregorios 105> Kamateros from Ohrid,Specifies presence,,,,
Theophylaktos,105,233006,Prespa (Balkans),,,"Theophylaktos of Ohrid, Letters",415.17,Prespa (Balkans): travelled to the panegyris of St Achilleios at Prespa (Balkans),Specifies presence,,,,
Theophylaktos,105,233017,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",479.4,Ohrid: was forced by the taxman to flee from Ohrid,Specifies presence,,,,
Theophylaktos,105,233018,Pelagonia (Macedonia),https://pleiades.stoa.org/places/481953,,"Theophylaktos of Ohrid, Letters",479.6,Pelagonia (Macedonia): was forced by the taxman to flee from Ohrid and seek refuge in Pelagonia (Macedonia),Does not specify presence,,,,
Theophylaktos,105,233019,Pelagonia (Macedonia),https://pleiades.stoa.org/places/481953,,"Theophylaktos of Ohrid, Letters",487.55,Pelagonia (Macedonia): was taken seriously ill while at Pelagonia (Macedonia),Specifies presence,,,,
Theophylaktos,105,233026,Prespa (Balkans),,,"Theophylaktos of Ohrid, Letters",527.7,Prespa (Balkans): travelled for a synod to Prespa (Balkans),Specifies presence,,,,
Theophylaktos,105,233027,Thessalonike,https://pleiades.stoa.org/places/491741,,"Theophylaktos of Ohrid, Letters",535.11,Thessalonike: owned a small house in Thessalonike,Does not specify presence,,,,
Theophylaktos,105,233028,Ekklesiai (on Vardar),,,"Theophylaktos of Ohrid, Letters",535.15,Ekklesiai (on Vardar): requested the help of <Nikolaos 109> with the threatened chorion of Ekklesiai (on Vardar),Does not specify presence,,,,
Theophylaktos,105,233030,Thessalonike,https://pleiades.stoa.org/places/491741,,"Theophylaktos of Ohrid, Letters",555.24-25,Thessalonike: travelled (from Constantinople?) to Thessalonike,Specifies presence,,,,
Theophylaktos,105,233034,Ohrid,https://pleiades.stoa.org/places/481900,,"Theophylaktos of Ohrid, Letters",557.45,Ohrid: hired horses and left (Thessalonike) for Ohrid,Specifies presence,,,,
Theophylaktos,105,233037,Bulgaria,,,"Theophylaktos of Ohrid, Letters",583.7,Bulgaria: was archbishop of all Bulgaria,Dignity,,,,
Thomas,104,225005,Amorion,https://pleiades.stoa.org/places/609302,,Chrysobull of 1079,31.23,Amorion: was metropolitan of Amorion,Dignity,,,,
Tichomir,101,246932,Bulgaria,,,Zonaras,17.17.7,Bulgaria: was named king (tsar) of Bulgaria,Dignity,,,,
Tichomir,101,246931,Bulgaria,,,Zonaras,17.17.7,Born from a Bulgarian family,Does not specify presence,,,,
Traulos,101,433537,Paristrion,,,Anna Komnene,174.4,Paristrion: made a treaty with the Pechenegs of Paristrion,Does not specify presence,,,,
Traulos,101,433539,Dristra,https://pleiades.stoa.org/places/216800,,Anna Komnene,174.5,Dristra: won over the chiefs of the Pechenegs living around Dristra,Does not specify presence,,,,
Traulos,101,433529,Philippopolis,https://pleiades.stoa.org/places/216927,,Anna Komnene,174.97,Philippopolis: made regular raids as far as Philippoupolis,Specifies presence / Specifies presence near,,,,
Tughrul Beg,51,234467,Ganges,,https://www.geonames.org/1518649,Attaleiates: History,43.22 / 33.17,Ganges: crossed with his army into Persia at the narrowest point of the Ganges (Araxes?),Specifies presence,,,,
Tughrul Beg,51,234468,Persia,,,Attaleiates: History,44.5 / 33.21,Persia: crossed the Ganges and became ruler of Persia,Specifies presence,,,,
Tughrul Beg,51,234472,Mantzikert,,https://www.geonames.org/304916,Attaleiates: History,46.10 / 8,Mantzikert: attacked but failed to capture the city of Mantzikert,Specifies presence near,J 1054,Other,"K&K, n. 80.",
Tughrul Beg,51,246979,Araxes,https://pleiades.stoa.org/places/884118,,Zonaras,17.25.13,Araxes river: sent and destroyed the towers on the bridge of Araxes river,Does not specify presence,,,,
Tughrul Beg,51,246983,Pasar (Khurasan),,https://www.geonames.org/121343,Zonaras,17.25.21,Pasar (Khurasan): was occupied with the siege of Pasar (Khurasan),Specifies presence,,,,
