Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Pons,4002,371343,Rafaniyya (Syria),,,William of Tyre,"bk. 13, 19.1-25",Rafaniyya (Syria): with aid of <Baldwin 52> captured Rafaniyya (Syria),Specifies presence,"J 1126, March 30",source,
William,4018,371372,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 13, 26.84-86",Jerusalem: became patriarch of Jerusalem,Dignity,,,
William,4018,371373,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,William of Tyre,"bk. 13, 26.85-86",Jerusalem: Holy Sepulchre: had been prior of  Holy Sepulchre,Dignity,,,
Baldwin,52,371360,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,William of Tyre,"bk. 13, 28.17-20",Jerusalem: Holy Sepulchre: was buried with his predecesors in the  Holy Sepulchre,Specifies presence,"J 1131, August 21 [TPQ]",source,
Zengi,4001,371390,Montferrand,,,William of Tyre,"bk. 14, 26.1-29.32",Montferrand: besieged <Fulk 4001> in castle of Montferrand,Specifies presence,,,
William,4018,371397,Montferrand,,,William of Tyre,"bk. 14, 29.32-38",Montferrand: arrived too late to save Montferrand,Specifies presence,,,
Pons,4002,371367,Montferrand,,,William of Tyre,"bk. 14, 6.18-21",Montferrand: was besieged by <Zengi 4001> in castle of Montferrand,Specifies presence,,,
Zengi,4001,446547,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 16, 4.70-78","Edessa (Rohas, Mesopotamia): besieged and captured Edessa",Specifies presence,,,
Godfrey,51,371006,Austria,,,William of Tyre,"bk. 2, 1.20",Austria: with his army safely reached Austria,Specifies presence,"J 1096, September 20",source,
Godfrey,51,371000,Bosporos,https://pleiades.stoa.org/places/520977,,William of Tyre,"bk. 2, 12.28","Bosporos: from Contantinople, crossed into Bithynia via the Bosporos",Specifies presence,,,
Godfrey,51,371001,Bithynia,,,William of Tyre,"bk. 2, 12.28-29",Bithynia: crossed from Constantinople to Bithynia,Specifies presence,,,
Godfrey,51,371002,Chalcedon,https://pleiades.stoa.org/places/520988,,William of Tyre,"bk. 2, 12.30-38",Chalcedon: camped in rural area outside Chalcedon,Specifies presence,,,
Tancred,61,371012,Vardar,https://pleiades.stoa.org/places/491534,,William of Tyre,"bk. 2, 14.22-31",Vardar: to beat off a Byzantine attack swam across the river Vardar,Specifies presence,,,
Tancred,61,371015,Bosporos,https://pleiades.stoa.org/places/520977,,William of Tyre,"bk. 2, 15.32",Bosporos: took Bohemund's army across the Bosporos,Specifies presence,,,
Tancred,61,371016,Chalcedon,https://pleiades.stoa.org/places/520988,,William of Tyre,"bk. 2, 15.32",Chalcedon: camped close to <Godfrey 51> near Chalcedon,Specifies presence,,,
Robert,62,371018,Bari (Apulia),https://pleiades.stoa.org/places/442500,,William of Tyre,"bk. 2, 16.2-3",Bari: crossed to Dyrrachion from Bari,Specifies presence,,,
Robert,62,371019,Dyrrachion,https://pleiades.stoa.org/places/573193,,William of Tyre,"bk. 2, 16.2-3",Dyrrachion: crossed from Bari to Dyrrachion,Specifies presence,,,
Raymond,61,371020,Dalmatia,,,William of Tyre,"bk. 2, 17.15-26",Dalmatia: marched with his army through Dalmatia,Specifies presence,,,
Raymond,61,371026,Dyrrachion,https://pleiades.stoa.org/places/573193,,William of Tyre,"bk. 2, 17.66-67",Dyrrachion: after 40 days in Dalmatia reached Dyrrachion,Specifies presence,,,
Raymond,61,371028,Pelagonia (Macedonia),https://pleiades.stoa.org/places/481953,,William of Tyre,"bk. 2, 18.23-24",Pelagonia (Macedonia): camped in Pelagonia (Macedonia),Specifies presence,,,
Adhemar,4001,371029,Pelagonia (Macedonia),https://pleiades.stoa.org/places/481953,,William of Tyre,"bk. 2, 18.24-33",Pelagonia (Macedonia): was nearly captured at Pelagonia (Macedonia),Specifies presence,,,
Raymond,61,371030,Thessalonike,https://pleiades.stoa.org/places/491741,,William of Tyre,"bk. 2, 18.34",Thessalonike: passed by Thessalonike,Specifies presence,,,
Raymond,61,371031,Macedonia,https://pleiades.stoa.org/places/981531,,William of Tyre,"bk. 2, 18.34",Macedonia: passed through Macedonia,Specifies presence,,,
Raymond,61,371033,Marmara,https://pleiades.stoa.org/places/511378,,William of Tyre,"bk. 2, 18.35-36",Marmara: reached Rodesto on the Marmara,Specifies presence,,,
Raymond,61,371032,Raidestos (Thrace),https://pleiades.stoa.org/places/511187,,William of Tyre,"bk. 2, 18.35-37",Raidestos (Thrace): met messengers at Raidestos (Thrace),Specifies presence,,,
Petros,61,371036,Nikomedeia,https://pleiades.stoa.org/places/511337,,William of Tyre,"bk. 2, 22(21).39-42",Nikomedeia: spent the winter at Nikomedeia,Specifies presence,,,
Petros,61,371043,Bithynia,,,William of Tyre,"bk. 2, 22(21).39-42","Bithynia: wintered in Nikomedia, the greatest metropolis of Bithynia",Specifies presence,,,
Robert,63,371037,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 2, 23(22).13",Apulia: had wintered in Calabria and Apulia,Specifies presence,,,
Robert,63,371038,Calabria,,,William of Tyre,"bk. 2, 23(22).13-14",Calabria: had wintered in Apulia and Calabria,Specifies presence,,,
Robert,63,371039,Illyricum,https://pleiades.stoa.org/places/481865,,William of Tyre,"bk. 2, 23(22).20",Illyricum: crossed Illyricum,Specifies presence,,,
Robert,63,371040,Macedonia,https://pleiades.stoa.org/places/981531,,William of Tyre,"bk. 2, 23(22).20",Macedonia: crossed Macedonia,Specifies presence,,,
Robert,63,371041,Thrace,,,William of Tyre,"bk. 2, 23(22).20-21",Thrace: crossed both provinces of Thrace,Specifies presence,,,
Robert,63,371042,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 2, 23(22).42",Nicaea: caught up with other crusaders at Nicaea,Specifies presence,,,
Godfrey,51,370978,Sava,,,William of Tyre,"bk. 2, 3.31-33",Sava: used rafts to cross the river Sava,Specifies presence,,,
Coloman,51,370979,Sava,,,William of Tyre,"bk. 2, 3.31-40",Sava: returned hostages to <Godfrey 51> on the banks of the river Sava,Specifies presence,,,
Godfrey,51,370980,Berino(u)polis,,,William of Tyre,"bk. 2, 3.43-46",Belgrade: camped for a time at Belgrade,Specifies presence,,,
Godfrey,51,371009,Bulgaria,,,William of Tyre,"bk. 2, 3.44-4.39",Bulgaria: from Belgrade to Sophia crossed Bulgaria,Specifies presence,,,
Godfrey,51,370981,Nis (Naissus),,,William of Tyre,"bk. 2, 3.47-48",Nis: went on to Stralicia via Nis,Specifies presence,,,
Godfrey,51,370986,Philippopolis,https://pleiades.stoa.org/places/216927,,William of Tyre,"bk. 2, 4.43-44",Philippopolis: crossed St Basil's pass to Philippopolis,Specifies presence,,,
Hugh,4001,370987,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 2, 4.51-52",Apulia: had set off early via Apulia,Specifies presence,,,
Hugh,4001,370988,Dyrrachion,https://pleiades.stoa.org/places/573193,,William of Tyre,"bk. 2, 4.53",Dyrrachion: had crossed from Apulia to Dyrrachion,Specifies presence,,,
Godfrey,51,370989,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,William of Tyre,"bk. 2, 5.14-15",Adrianople (Thrace): passed through Adrianople (Thrace),Specifies presence,,,
Godfrey,51,370996,Bosporos,https://pleiades.stoa.org/places/520977,,William of Tyre,"bk. 2, 7.55-56",Bosporos: lodged his army in palaces on the Bosporos,Specifies presence,,,
Godfrey,51,370997,Bosporos,https://pleiades.stoa.org/places/520977,,William of Tyre,"bk. 2, 8.10-13",Bosporos: burned the palaces on the Bosporos,Specifies presence,,,
Godfrey,51,370998,Constantinople: Kosmidion,,,William of Tyre,"bk. 2, 8.27-34",Constantinople: Kosmidion: fought a battle with Byzantines between Blachernai and the monastery of  Kosmidion,Specifies presence,,,
Baldwin,51,371080,Euphrates,https://pleiades.stoa.org/places/912849,,William of Tyre,"bk. 3, 1.36-37",Euphrates: rapidly extended his power to the Euphrates,Does not specify presence,,,
Anonymus,4015,371049,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 10(9).1-12",Nicaea: was killed after shooting many crusaders outside Nicaea,Specifies presence,,,
Anonymus,4016,371050,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 10(9).23-40",Nicaea: was killed making brave approach to wall of Nicaea,Specifies presence,,,
Anonymus,4017,371051,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 11(10).1-47",Nicaea: was responsible for final breach in walls of Nicaea,Specifies presence,,,
Anonyma,4003,371052,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 12(11).1-10",Nicaea: failed to escape from Nicaea,Specifies presence,,,
Baldwin,51,371063,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,William of Tyre,"bk. 3, 18(17).15",Philomelion (Asia Minor): went ahead down the royal road via Philomelion (Asia Minor),Specifies presence,,,
Baldwin,51,371064,Ikonion,https://pleiades.stoa.org/places/648647,,William of Tyre,"bk. 3, 18(17).15",Ikonion: went ahead down the royal road via Ikonion,Specifies presence,,,
Baldwin,51,371067,Herakleia,https://pleiades.stoa.org/places/511333,,William of Tyre,"bk. 3, 18(17).15",Herakleia: went ahead down the royal road via Herakleia,Specifies presence,,,
Tancred,61,371062,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,William of Tyre,"bk. 3, 18(17).15",Philomelion (Asia Minor): went ahead down the royal road via Philomelion (Asia Minor),Specifies presence,,,
Tancred,61,371065,Ikonion,https://pleiades.stoa.org/places/648647,,William of Tyre,"bk. 3, 18(17).15",Ikonion: went ahead down the royal road via Ikonion,Specifies presence,,,
Tancred,61,371066,Herakleia,https://pleiades.stoa.org/places/511333,,William of Tyre,"bk. 3, 18(17).15",Herakleia: went ahead down the royal road via Herakleia,Specifies presence,,,
Godehilde,4001,371069,Germanikeia,https://pleiades.stoa.org/places/658474,,William of Tyre,"bk. 3, 19(18).27-33","Germanikeia: after a long illness, died at Germanikeia",Specifies presence,,,
Tancred,61,371070,Cilicia,https://pleiades.stoa.org/places/981514,,William of Tyre,"bk. 3, 20(19).1-38",Cilicia: was the first crusader to reach Cilicia,Specifies presence,,,
Tancred,61,371071,Tarsos (Cilicia),https://pleiades.stoa.org/places/648789,,William of Tyre,"bk. 3, 20(19).9-10",Tarsos (Cilicia): besieged and (provisionally) captured Tarsos (Cilicia),Specifies presence,,,
Baldwin,51,371072,Tarsos (Cilicia),https://pleiades.stoa.org/places/648789,,William of Tyre,"bk. 3, 21(20).17-24",Tarsos (Cilicia): forced the inhabitants to replace <Tancred 61>'s standard with his own at Tarsos (Cilicia),Specifies presence,,,
Welf,4001,371073,Adana,https://pleiades.stoa.org/places/648548,,William of Tyre,"bk. 3, 21(20).30-34",Adana: left main army and seized Adana,Specifies presence,,,
Tancred,61,371074,Adana,https://pleiades.stoa.org/places/648548,,William of Tyre,"bk. 3, 21(20).34-42",Adana: was eventually provisioned by <Welf 4001> at Adana,Specifies presence,,,
Tancred,61,371075,"Mopsuestia (Missis(a), Cilicia)",https://pleiades.stoa.org/places/658538,,William of Tyre,"bk. 3, 22(21).1-15","Mopsuestia (Missis(a), Cilicia): after several days of assaults captured Mopsuestia (Missis(a), Cilicia)",Specifies presence,,,
Guynemer,4001,371076,Tarsos (Cilicia),https://pleiades.stoa.org/places/648789,,William of Tyre,"bk. 3, 24(23).36-43",Tarsos (Cilicia): met <Baldwin 51> at Tarsos (Cilicia),Specifies presence,,,
Baldwin,51,371079,Germanikeia,https://pleiades.stoa.org/places/658474,,William of Tyre,"bk. 3, 26(25).1-3",Germanikeia: rejoined the main army at Germanikeia,Specifies presence,,,
Tancred,61,371077,Alexandretta,https://pleiades.stoa.org/places/658371,,William of Tyre,"bk. 3, 26(25).6-12","Alexandretta: overran Cilicia, storming Alexandretta",Specifies presence,,,
Tancred,61,371078,Cilicia,https://pleiades.stoa.org/places/981514,,William of Tyre,"bk. 3, 26(25).6-12","Cilicia: storming Alexandretta, overran all  Cilicia",Specifies presence,,,
Kilic Arslan,51,371044,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 5(4).1-26",Nicaea: failed to relieve siege of Nicaea,Specifies presence,,,
Tancred,61,371045,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 5(4).26-27",Nicaea: distinguished himself in battle outside Nicaea,Specifies presence,,,
Guy,4001,371046,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 5(4).27-6(5).37",Nicaea: distinguished himself in battle but died during siege of Nicaea,Specifies presence,,,
Gilbert,101,371047,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 5(4).28-29",Nicaea: distinguished himself in battle outside Nicaea,Specifies presence,,,
Roger,4001,371048,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 5(4).29",Nicaea: distinguished himself in battle outside Nicaea,Specifies presence,,,
Baldwin,4005,371054,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 6(5).27-32",Nicaea: was killed by stone projectile at Nicaea,Specifies presence,,,
Baldwin,4006,371055,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 6(5).27-32",Nicaea: was killed by an arrow at Nicaea,Specifies presence,,,
Galo,4002,371057,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 6(5).33-35",Nicaea: was killed by an arrow at Nicaea,Specifies presence,,,
William,4003,371056,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 3, 6(5).33-35",Nicaea: was killed by an arrow at Nicaea,Specifies presence,,,
Dukak,4001,371092,Damascus,https://pleiades.stoa.org/places/678106,,William of Tyre,"bk. 4, 11.11-13","Damascus: in distribution of conquests of <Belfeth 4001>, was given Damascus",Does not specify presence,,,
Yaghi Siyan,4001,371094,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 4, 11.21-24","Antioch (on the Orontes): in distribution of conquests of <Belfeth 4001>, was given Antioch (on the Orontes)",Does not specify presence,,,
Kilic Arslan,51,371091,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 4, 11.9-11","Nicaea: in distribution of conquests of <Belfeth 4001>, was given Nicaea",Does not specify presence,,,
Baldwin,51,371081,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 4, 2.1-32","Edessa (Rohas, Mesopotamia): received an invitation to intervene at Edessa (Rohas, Mesopotamia)",Does not specify presence,,,
Thoros,101,371082,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 4, 2.32-33","Edessa (Rohas, Mesopotamia): was governor of Edessa (Rohas, Mesopotamia)",Dignity,,,
Sven,4001,371100,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 4, 20.15-16",Nicaea: reached safely as far as Nicaea,Specifies presence,,,
Sven,4001,371101,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,William of Tyre,"bk. 4, 20.16-26",Philomelion (Asia Minor): was massacred with his men between Ferma and Philomelion (Asia Minor),Specifies presence,,,
Balduk,4001,371083,Samosata (on Euphrates),,,William of Tyre,"bk. 4, 4.1-3",Samosata (on Euphrates): was ruler of Samosata (on Euphrates),Dignity,,,
Konstantinos,4002,371084,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 4, 4.26-28","Edessa (Rohas, Mesopotamia): was a powerful noble, with castles on the hills outside Edessa (Rohas, Mesopotamia)",Does not specify presence,,,
Baldwin,51,371085,Samosata (on Euphrates),,,William of Tyre,"bk. 4, 5.29-31",Samosata (on Euphrates): for a high price gained renown in Edessa by buying Samosata (on Euphrates),Does not specify presence,,,
Robert,62,371088,Artah (Syria),,,William of Tyre,"bk. 4, 7.12-33",Artah (Syria): attacked and captured Artah,Specifies presence,,,
Gozelo,4001,371089,Artah (Syria),,,William of Tyre,"bk. 4, 7.62-65",Artah (Syria): fell ill and died at Artah,Specifies presence,,,
Stephanos,4001,371113,Alexandretta,https://pleiades.stoa.org/places/658371,,William of Tyre,"bk. 5, 10.17",Alexandretta: timidly sat out the siege of Antioch waiting at Alexandretta,Specifies presence,,,
Petros,4004,371117,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 5, 14.1-22","Antioch: Hagios Petros basilica: following instructions from dreams, dug up the lance that pierced Christ's side in  Hagios Petros",Specifies presence,,,
Kerbogha,4001,371118,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 5, 14.18-42","Edessa (Rohas, Mesopotamia): made unsuccessful attack on Edessa (Rohas, Mesopotamia)",Specifies presence,,,
Roger,4001,371109,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 5, 2.28-32",Antioch: Hagios Petros basilica: was killed outside the city and buried in the porch of  Hagios Petros,Specifies presence,,,"correct source location: bk. 6, 2.28-32"
Adhemar,4001,371126,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 6, 1.34-36",Antioch: Hagios Petros basilica: was buried in  Hagios Petros,Specifies presence,,,
Reinhard,4002,371128,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 6, 1.39-41",Antioch: Hagios Petros basilica: was buried in the porch of  Hagios Petros,Specifies presence,,,
Stephanos,4001,371116,Philomelion (Asia Minor),https://pleiades.stoa.org/places/609501,,William of Tyre,"bk. 6, 10.17-33",Philomelion (Asia Minor): visited <Alexios 1> at Philomelion (Asia Minor),Specifies presence,,,
William,4008,371114,Alexandretta,https://pleiades.stoa.org/places/658371,,William of Tyre,"bk. 6, 10.2",Alexandretta: went to meet <Stephanos 4001> at Alexandretta,Specifies presence,,,
Petros,61,371119,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 6, 15.1-16.22",Antioch (on the Orontes): led embassy to <Kerbogha 4001> outside Antioch (on the Orontes),Specifies presence,,,
